日期,隊伍,總分
20230818,Tigers vs Guardians,6
20230818,Blue Jays vs Reds,1
20230818,Red Sox vs Yankees,11
20230818,Phillies vs Nationals,15
20230818,Giants vs Braves,4
20230818,Tigers vs Guardians,5
20230818,Brewers vs Rangers,17
20230818,Pirates vs Twins,6
20230818,Mariners vs Astros,2
20230818,Mets vs Cardinals,8
20230818,White Sox vs Rockies,15
20230818,Rays vs Angels,15
20230818,Orioles vs Athletics,13
20230818,Diamondbacks vs Padres,4
20230818,Marlins vs Dodgers,14
20230819,Red Sox vs Yankees,9
20230819,Royals vs Cubs,10
20230819,Marlins vs Dodgers,4
20230819,Diamondbacks vs Padres,10
20230819,Brewers vs Rangers,7
20230819,Phillies vs Nationals,15
20230819,Rays vs Angels,13
20230819,Blue Jays vs Reds,7
20230819,Tigers vs Guardians,7
20230819,Pirates vs Twins,11
20230819,Mariners vs Astros,13
20230819,Mets vs Cardinals,15
20230819,Giants vs Braves,11
20230819,White Sox vs Rockies,16
20230819,Diamondbacks vs Padres,9
20230819,Orioles vs Athletics,9
20230819,Rays vs Angels,22
20230819,Marlins vs Dodgers,4
20230820,Mariners vs Astros,13
20230820,Red Sox vs Yankees,11
20230820,Giants vs Braves,7
20230820,Tigers vs Guardians,5
20230820,Blue Jays vs Reds,13
20230820,Pirates vs Twins,2
20230820,Mets vs Cardinals,10
20230820,Royals vs Cubs,7
20230820,Brewers vs Rangers,8
20230820,White Sox vs Rockies,15
20230820,Orioles vs Athletics,13
20230820,Phillies vs Nationals,7
20230821,Cubs vs Tigers,13
20230821,Giants vs Phillies,14
20230821,Cardinals vs Pirates,12
20230821,Mets vs Braves,14
20230821,Red Sox vs Astros,13
20230821,Mariners vs White Sox,16
20230821,Royals vs Athletics,10
20230821,Rangers vs Diamondbacks,7
20230821,Marlins vs Padres,8
20230822,Cubs vs Tigers,14
20230822,Rockies vs Rays,16
20230822,Giants vs Phillies,7
20230822,Blue Jays vs Orioles,9
20230822,Nationals vs Yankees,3
20230822,Cardinals vs Pirates,9
20230822,Dodgers vs Guardians,11
20230822,Mets vs Braves,5
20230822,Red Sox vs Astros,10
20230822,Twins vs Brewers,10
20230822,Mariners vs White Sox,9
20230822,Reds vs Angels,7
20230822,Royals vs Athletics,9
20230822,Rangers vs Diamondbacks,9
20230822,Marlins vs Padres,3
20230823,Cardinals vs Pirates,10
20230823,Cubs vs Tigers,10
20230823,Twins vs Brewers,15
20230823,Mariners vs White Sox,9
20230823,Royals vs Athletics,4
20230823,Giants vs Phillies,14
20230823,Reds vs Angels,13
20230823,Marlins vs Padres,4
20230823,Rockies vs Rays,11
20230823,Blue Jays vs Orioles,7
20230823,Nationals vs Yankees,10
20230823,Dodgers vs Guardians,7
20230823,Mets vs Braves,7
20230823,Red Sox vs Astros,12
20230823,Reds vs Angels,10
20230824,Dodgers vs Guardians,7
20230824,Nationals vs Yankees,11
20230824,Rockies vs Rays,8
20230824,Red Sox vs Astros,18
20230824,Dodgers vs Guardians,12
20230824,Blue Jays vs Orioles,8
20230824,Cubs vs Pirates,9
20230824,Rangers vs Twins,12
20230824,Athletics vs White Sox,13
20230824,Reds vs Diamondbacks,5
20230825,Astros vs Tigers,5
20230825,Yankees vs Rays,8
20230825,Nationals vs Marlins,11
20230825,Rockies vs Orioles,9
20230825,Cardinals vs Phillies,9
20230825,Cubs vs Pirates,3
20230825,Guardians vs Blue Jays,7
20230825,Angels vs Mets,4
20230825,Dodgers vs Red Sox,11
20230825,Athletics vs White Sox,16
20230825,Padres vs Brewers,10
20230825,Rangers vs Twins,14
20230825,Reds vs Diamondbacks,18
20230825,Royals vs Mariners,12
20230825,Braves vs Giants,6
20230826,Guardians vs Blue Jays,11
20230826,Braves vs Giants,10
20230826,Royals vs Mariners,17
20230826,Dodgers vs Red Sox,13
20230826,Yankees vs Rays,3
20230826,Nationals vs Marlins,5
20230826,Astros vs Tigers,11
20230826,Rockies vs Orioles,9
20230826,Angels vs Mets,8
20230826,Athletics vs White Sox,8
20230826,Padres vs Brewers,9
20230826,Cardinals vs Phillies,13
20230826,Rangers vs Twins,8
20230826,Cubs vs Pirates,16
20230826,Reds vs Diamondbacks,15
20230827,Angels vs Mets,5
20230827,Rockies vs Orioles,7
20230827,Dodgers vs Red Sox,11
20230827,Cardinals vs Phillies,3
20230827,Cubs vs Pirates,11
20230827,Guardians vs Blue Jays,17
20230827,Astros vs Tigers,21
20230827,Yankees vs Rays,11
20230827,Nationals vs Marlins,3
20230827,Athletics vs White Sox,7
20230827,Padres vs Brewers,16
20230827,Rangers vs Twins,13
20230827,Reds vs Diamondbacks,7
20230827,Royals vs Mariners,5
20230827,Braves vs Giants,13
20230828,Angels vs Phillies,10
20230828,Yankees vs Tigers,5
20230828,White Sox vs Orioles,9
20230828,Nationals vs Blue Jays,9
20230828,Astros vs Red Sox,18
20230828,Rangers vs Mets,7
20230828,Guardians vs Twins,16
20230828,Padres vs Cardinals,5
20230828,Brewers vs Cubs,8
20230828,Pirates vs Royals,5
20230828,Braves vs Rockies,18
20230828,Athletics vs Mariners,7
20230828,Reds vs Giants,5
20230828,Diamondbacks vs Dodgers,11
20230829,Angels vs Phillies,19
20230829,Yankees vs Tigers,6
20230829,Rays vs Marlins,13
20230829,White Sox vs Orioles,12
20230829,Nationals vs Blue Jays,9
20230829,Astros vs Red Sox,8
20230829,Rangers vs Mets,3
20230829,Guardians vs Twins,6
20230829,Padres vs Cardinals,11
20230829,Brewers vs Cubs,1
20230829,Pirates vs Royals,9
20230829,Braves vs Rockies,4
20230829,Athletics vs Mariners,4
20230829,Reds vs Giants,7
20230829,Diamondbacks vs Dodgers,10
20230830,Angels vs Phillies,18
20230830,White Sox vs Orioles,15
20230830,Guardians vs Twins,7
20230830,Padres vs Cardinals,9
20230830,Brewers vs Cubs,5
20230830,Nationals vs Blue Jays,7
20230830,Reds vs Giants,5
20230830,Astros vs Red Sox,11
20230830,Athletics vs Mariners,9
20230830,Yankees vs Tigers,8
20230830,Rays vs Marlins,3
20230830,Rangers vs Mets,11
20230830,Pirates vs Royals,5
20230830,Braves vs Rockies,10
20230830,Diamondbacks vs Dodgers,7
20230831,Yankees vs Tigers,7
20230831,Marlins vs Nationals,7
20230831,Giants vs Padres,9
20230831,Braves vs Dodgers,15
20230901,Cubs vs Reds,8
20230901,Cubs vs Reds,5
20230901,Marlins vs Nationals,13
20230901,Mariners vs Mets,3
20230901,Rays vs Guardians,5
20230901,Twins vs Rangers,6
20230901,Red Sox vs Royals,15
20230901,Tigers vs White Sox,6
20230901,Yankees vs Astros,8
20230901,Phillies vs Brewers,12
20230901,Pirates vs Cardinals,6
20230901,Blue Jays vs Rockies,22
20230901,Angels vs Athletics,11
20230901,Orioles vs Diamondbacks,6
20230901,Giants vs Padres,10
20230901,Braves vs Dodgers,9
20230902,Marlins vs Nationals,16
20230902,Angels vs Athletics,3
20230902,Rays vs Guardians,13
20230902,Cubs vs Reds,3
20230902,Red Sox vs Royals,14
20230902,Tigers vs White Sox,10
20230902,Yankees vs Astros,9
20230902,Mariners vs Mets,15
20230902,Twins vs Rangers,16
20230902,Phillies vs Brewers,12
20230902,Pirates vs Cardinals,13
20230902,Orioles vs Diamondbacks,10
20230902,Blue Jays vs Rockies,15
20230902,Giants vs Padres,7
20230902,Braves vs Dodgers,6
20230903,Cubs vs Reds,22
20230903,Phillies vs Brewers,6
20230903,Marlins vs Nationals,10
20230903,Mariners vs Mets,9
20230903,Red Sox vs Royals,10
20230903,Tigers vs White Sox,5
20230903,Pirates vs Cardinals,10
20230903,Twins vs Rangers,11
20230903,Blue Jays vs Rockies,12
20230903,Angels vs Athletics,16
20230903,Braves vs Dodgers,4
20230903,Orioles vs Diamondbacks,13
20230903,Rays vs Guardians,8
20230903,Giants vs Padres,4
20230903,Yankees vs Astros,7
20230904,White Sox vs Royals,13
20230904,Giants vs Cubs,5
20230904,Astros vs Rangers,19
20230904,Blue Jays vs Athletics,11
20230904,Red Sox vs Rays,10
20230904,Rockies vs Diamondbacks,6
20230904,Mariners vs Reds,9
20230904,Twins vs Guardians,26
20230904,Brewers vs Pirates,6
20230904,Phillies vs Padres,16
20230904,Orioles vs Angels,9
20230905,Twins vs Guardians,11
20230905,Brewers vs Pirates,10
20230905,Red Sox vs Rays,14
20230905,Dodgers vs Marlins,9
20230905,Mariners vs Reds,13
20230905,Tigers vs Yankees,6
20230905,Mets vs Nationals,16
20230905,Cardinals vs Braves,16
20230905,White Sox vs Royals,13
20230905,Giants vs Cubs,19
20230905,Astros vs Rangers,15
20230905,Orioles vs Angels,9
20230905,Rockies vs Diamondbacks,5
20230905,Blue Jays vs Athletics,8
20230905,Phillies vs Padres,8
20230906,Brewers vs Pirates,9
20230906,Twins vs Guardians,3
20230906,Giants vs Cubs,10
20230906,Blue Jays vs Athletics,7
20230906,Rockies vs Diamondbacks,17
20230906,Phillies vs Padres,6
20230906,Red Sox vs Rays,4
20230906,Dodgers vs Marlins,15
20230906,Mariners vs Reds,12
20230906,Tigers vs Yankees,7
20230906,Mets vs Nationals,5
20230906,Cardinals vs Braves,17
20230906,White Sox vs Royals,10
20230906,Astros vs Rangers,15
20230906,Orioles vs Angels,13
20230907,Dodgers vs Marlins,10
20230907,Mariners vs Rays,1
20230907,Tigers vs Yankees,13
20230907,Cardinals vs Braves,13
20230907,Diamondbacks vs Cubs,8
20230907,Guardians vs Angels,5
20230908,Diamondbacks vs Cubs,1
20230908,White Sox vs Tigers,6
20230908,Mariners vs Rays,11
20230908,Cardinals vs Reds,13
20230908,Dodgers vs Nationals,13
20230908,Marlins vs Phillies,5
20230908,Brewers vs Yankees,10
20230908,Royals vs Blue Jays,9
20230908,Orioles vs Red Sox,13
20230908,Pirates vs Braves,10
20230908,Athletics vs Rangers,9
20230908,Mets vs Twins,7
20230908,Padres vs Astros,13
20230908,Guardians vs Angels,9
20230908,Rockies vs Giants,17
20230909,Brewers vs Yankees,11
20230909,Mets vs Twins,12
20230909,Diamondbacks vs Cubs,5
20230909,Royals vs Blue Jays,6
20230909,Dodgers vs Nationals,13
20230909,Mariners vs Rays,12
20230909,Orioles vs Red Sox,25
20230909,Marlins vs Phillies,12
20230909,White Sox vs Tigers,4
20230909,Cardinals vs Reds,7
20230909,Athletics vs Rangers,5
20230909,Padres vs Astros,12
20230909,Pirates vs Braves,12
20230909,Rockies vs Giants,10
20230909,Guardians vs Angels,8
20230910,Marlins vs Phillies,9
20230910,White Sox vs Tigers,5
20230910,Mariners vs Rays,9
20230910,Orioles vs Red Sox,10
20230910,Dodgers vs Nationals,10
20230910,Brewers vs Yankees,7
20230910,Pirates vs Braves,7
20230910,Royals vs Blue Jays,7
20230910,Cardinals vs Reds,8
20230910,Mets vs Twins,2
20230910,Padres vs Astros,14
20230910,Diamondbacks vs Cubs,7
20230910,Athletics vs Rangers,13
20230910,Guardians vs Angels,3
20230910,Rockies vs Giants,9
20230911,Braves vs Phillies,18
20230911,Cardinals vs Orioles,16
20230911,Nationals vs Pirates,8
20230911,Braves vs Phillies,12
20230911,Rangers vs Blue Jays,14
20230911,Diamondbacks vs Mets,7
20230911,Marlins vs Brewers,12
20230911,Rays vs Twins,11
20230911,Athletics vs Astros,4
20230911,Cubs vs Rockies,9
20230911,Angels vs Mariners,13
20230911,Guardians vs Giants,9
20230911,Padres vs Dodgers,19
20230912,Yankees vs Red Sox,5
20230912,Royals vs White Sox,8
20230912,Cardinals vs Orioles,7
20230912,Nationals vs Pirates,6
20230912,Braves vs Phillies,13
20230912,Reds vs Tigers,11
20230912,Rangers vs Blue Jays,9
20230912,Diamondbacks vs Mets,11
20230912,Yankees vs Red Sox,5
20230912,Marlins vs Brewers,4
20230912,Rays vs Twins,5
20230912,Royals vs White Sox,21
20230912,Athletics vs Astros,8
20230912,Cubs vs Rockies,10
20230912,Angels vs Mariners,8
20230912,Guardians vs Giants,4
20230912,Padres vs Dodgers,13
20230913,Rays vs Twins,9
20230913,Cubs vs Rockies,10
20230913,Guardians vs Giants,11
20230913,Angels vs Mariners,5
20230913,Cardinals vs Orioles,1
20230913,Nationals vs Pirates,13
20230913,Braves vs Phillies,5
20230913,Reds vs Tigers,7
20230913,Rangers vs Blue Jays,10
20230913,Diamondbacks vs Mets,8
20230913,Athletics vs Astros,8
20230913,Royals vs White Sox,8
20230913,Marlins vs Brewers,2
20230913,Padres vs Dodgers,7
20230914,Nationals vs Pirates,2
20230914,Reds vs Tigers,10
20230914,Yankees vs Red Sox,5
20230914,Marlins vs Brewers,6
20230914,Diamondbacks vs Mets,12
20230914,Rangers vs Blue Jays,11
20230914,Yankees vs Red Sox,13
20230914,Rays vs Orioles,7
20230914,Twins vs White Sox,12
20230915,Yankees vs Pirates,12
20230915,Braves vs Marlins,15
20230915,Rays vs Orioles,8
20230915,Red Sox vs Blue Jays,3
20230915,Reds vs Mets,8
20230915,Rangers vs Guardians,15
20230915,Twins vs White Sox,12
20230915,Astros vs Royals,6
20230915,Nationals vs Brewers,8
20230915,Phillies vs Cardinals,9
20230915,Giants vs Rockies,5
20230915,Tigers vs Angels,13
20230915,Cubs vs Diamondbacks,10
20230915,Padres vs Athletics,11
20230915,Dodgers vs Mariners,9
20230916,Giants vs Rockies,14
20230916,Red Sox vs Blue Jays,7
20230916,Padres vs Athletics,7
20230916,Braves vs Marlins,16
20230916,Rangers vs Guardians,3
20230916,Yankees vs Pirates,9
20230916,Rays vs Orioles,8
20230916,Reds vs Mets,5
20230916,Astros vs Royals,18
20230916,Twins vs White Sox,13
20230916,Nationals vs Brewers,14
20230916,Phillies vs Cardinals,7
20230916,Cubs vs Diamondbacks,13
20230916,Giants vs Rockies,7
20230916,Tigers vs Angels,9
20230916,Dodgers vs Mariners,8
20230917,Rays vs Orioles,9
20230917,Yankees vs Pirates,5
20230917,Red Sox vs Blue Jays,5
20230917,Braves vs Marlins,18
20230917,Reds vs Mets,12
20230917,Rangers vs Guardians,11
20230917,Astros vs Royals,8
20230917,Twins vs White Sox,4
20230917,Nationals vs Brewers,3
20230917,Phillies vs Cardinals,11
20230917,Giants vs Rockies,21
20230917,Tigers vs Angels,8
20230917,Padres vs Athletics,11
20230917,Dodgers vs Mariners,7
20230917,Cubs vs Diamondbacks,8
20230918,Guardians vs Royals,10
20230918,Twins vs Reds,10
20230918,Mets vs Marlins,3
20230918,White Sox vs Nationals,7
20230918,Phillies vs Braves,8
20230918,Brewers vs Cardinals,1
20230918,Red Sox vs Rangers,6
20230918,Orioles vs Astros,15
20230918,Mariners vs Athletics,5
20230918,Rockies vs Padres,20
20230918,Tigers vs Dodgers,11
20230919,Angels vs Rays,8
20230919,Twins vs Reds,7
20230919,Mets vs Marlins,7
20230919,White Sox vs Nationals,7
20230919,Blue Jays vs Yankees,8
20230919,Phillies vs Braves,12
20230919,Guardians vs Royals,13
20230919,Pirates vs Cubs,15
20230919,Brewers vs Cardinals,10
20230919,Red Sox vs Rangers,10
20230919,Orioles vs Astros,14
20230919,Mariners vs Athletics,9
20230919,Giants vs Diamondbacks,12
20230919,Rockies vs Padres,2
20230919,Tigers vs Dodgers,5
20230920,Phillies vs Braves,11
20230920,Twins vs Reds,8
20230920,White Sox vs Nationals,16
20230920,Red Sox vs Rangers,20
20230920,Orioles vs Astros,3
20230920,Guardians vs Royals,8
20230920,Mariners vs Athletics,9
20230920,Giants vs Diamondbacks,8
20230920,Rockies vs Padres,5
20230920,Angels vs Rays,11
20230920,Mets vs Marlins,11
20230920,Blue Jays vs Yankees,7
20230920,Pirates vs Cubs,20
20230920,Brewers vs Cardinals,10
20230920,Tigers vs Dodgers,6
20230921,Angels vs Rays,9
20230921,Brewers vs Cardinals,6
20230921,Braves vs Nationals,13
20230921,Blue Jays vs Yankees,8
20230921,Orioles vs Guardians,7
20230921,Mets vs Phillies,9
20230921,Pirates vs Cubs,14
20230921,Tigers vs Athletics,10
20230921,Giants vs Dodgers,9
20230922,Rockies vs Cubs,6
20230922,Brewers vs Marlins,17
20230922,Pirates vs Reds,12
20230922,Blue Jays vs Rays,8
20230922,Diamondbacks vs Yankees,8
20230922,Braves vs Nationals,15
20230922,Mets vs Phillies,9
20230922,Orioles vs Guardians,17
20230922,White Sox vs Red Sox,5
20230922,Mariners vs Rangers,13
20230922,Angels vs Twins,14
20230922,Royals vs Astros,12
20230922,Tigers vs Athletics,10
20230922,Cardinals vs Padres,6
20230922,Giants vs Dodgers,6
20230923,Angels vs Twins,1
20230923,Rockies vs Cubs,9
20230923,Mets vs Phillies,12
20230923,Tigers vs Athletics,5
20230923,White Sox vs Red Sox,1
20230923,Brewers vs Marlins,9
20230923,Blue Jays vs Rays,13
20230923,Orioles vs Guardians,3
20230923,Pirates vs Reds,25
20230923,Mariners vs Rangers,2
20230923,Royals vs Astros,5
20230923,Cardinals vs Padres,7
20230923,Giants vs Dodgers,7
20230924,Blue Jays vs Rays,14
20230924,Diamondbacks vs Yankees,8
20230924,Braves vs Nationals,5
20230924,White Sox vs Red Sox,5
20230924,Orioles vs Guardians,6
20230924,Brewers vs Marlins,7
20230924,Pirates vs Reds,6
20230924,Angels vs Twins,12
20230924,Royals vs Astros,11
20230924,Rockies vs Cubs,7
20230924,Mariners vs Rangers,17
20230924,Tigers vs Athletics,2
20230924,Cardinals vs Padres,14
20230924,Mets vs Phillies,7
20230924,Braves vs Nationals,13
20230924,Giants vs Dodgers,5
20230925,Diamondbacks vs Yankees,10
20230925,Rangers vs Angels,6
20230925,Astros vs Mariners,6
20230925,Padres vs Giants,3
20230926,Dodgers vs Rockies,5
20230926,Reds vs Guardians,18
20230926,Nationals vs Orioles,1
20230926,Royals vs Tigers,9
20230926,Pirates vs Phillies,5
20230926,Yankees vs Blue Jays,2
20230926,Rays vs Red Sox,16
20230926,Cubs vs Braves,13
20230926,Diamondbacks vs White Sox,19
20230926,Athletics vs Twins,14
20230926,Cardinals vs Brewers,5
20230926,Dodgers vs Rockies,13
20230926,Rangers vs Angels,12
20230926,Padres vs Giants,4
20230926,Astros vs Mariners,8
20230927,Diamondbacks vs White Sox,3
20230927,Marlins vs Mets,13
20230927,Reds vs Guardians,7
20230927,Rays vs Red Sox,5
20230927,Nationals vs Orioles,6
20230927,Royals vs Tigers,8
20230927,Pirates vs Phillies,13
20230927,Yankees vs Blue Jays,6
20230927,Cubs vs Braves,11
20230927,Marlins vs Mets,6
20230927,Athletics vs Twins,10
20230927,Cardinals vs Brewers,5
20230927,Dodgers vs Rockies,10
20230927,Rangers vs Angels,5
20230927,Astros vs Mariners,11
20230927,Padres vs Giants,7
20230928,Royals vs Tigers,8
20230928,Athletics vs Twins,3
20230928,Diamondbacks vs White Sox,4
20230928,Royals vs Tigers,10
20230928,Cardinals vs Brewers,3
20230928,Pirates vs Phillies,5
20230928,Red Sox vs Orioles,2
20230928,Yankees vs Blue Jays,6
20230928,Marlins vs Mets,1
20230928,Cubs vs Braves,8
20230928,Dodgers vs Rockies,19
20230928,Rangers vs Mariners,5
20230929,Marlins vs Pirates,7
20230929,Guardians vs Tigers,12
20230929,Red Sox vs Orioles,3
20230929,Rays vs Blue Jays,15
20230929,Nationals vs Braves,16
20230929,Padres vs White Sox,5
20230929,Cubs vs Brewers,7
20230929,Yankees vs Royals,17
20230929,Twins vs Rockies,13
20230929,Reds vs Cardinals,21
20230929,Athletics vs Angels,6
20230929,Astros vs Diamondbacks,3
20230929,Rangers vs Mariners,8
20230929,Dodgers vs Giants,8
20230930,Guardians vs Tigers,8
20230930,Rays vs Blue Jays,12
20230930,Phillies vs Mets,7
20230930,Marlins vs Pirates,10
20230930,Cubs vs Brewers,16
20230930,Yankees vs Royals,7
20230930,Padres vs White Sox,7
20230930,Red Sox vs Orioles,7
20230930,Reds vs Cardinals,21
20230930,Phillies vs Mets,15
20230930,Rangers vs Mariners,7
20230930,Nationals vs Braves,8
20230930,Astros vs Diamondbacks,1
20230930,Twins vs Rockies,20
20230930,Dodgers vs Giants,3
20230930,Athletics vs Angels,10
20231001,Red Sox vs Orioles,7
20231001,Dodgers vs Giants,7
20231001,Marlins vs Pirates,3
20231001,Athletics vs Angels,10
20231001,Rays vs Blue Jays,20
20231001,Cubs vs Brewers,4
20231001,Guardians vs Tigers,7
20231001,Astros vs Diamondbacks,9
20231001,Yankees vs Royals,7
20231001,Phillies vs Mets,10
20231001,Padres vs White Sox,3
20231001,Rangers vs Mariners,1
20231001,Nationals vs Braves,19
20231001,Twins vs Rockies,5
20231001,Reds vs Cardinals,7
